"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"1400000US22033004301","Census Tract 43.01, East Baton Rouge Parish, Louisiana","5984","578","4822","479","762","257","0","18","170","114","0","18","135","183","95","107","0","18","95","107"
"1400000US22033004302","Census Tract 43.02, East Baton Rouge Parish, Louisiana","6070","467","5889","467","45","72","0","18","46","71","0","18","15","28","75","113","10","20","65","111"
"1400000US22033004401","Census Tract 44.01, East Baton Rouge Parish, Louisiana","4898","648","4168","668","428","223","0","13","63","63","0","13","175","172","64","70","0","13","64","70"
"1400000US22033004402","Census Tract 44.02, East Baton Rouge Parish, Louisiana","7029","586","5813","502","1141","344","0","18","0","18","0","18","0","18","75","83","0","18","75","83"
"1400000US22033004403","Census Tract 44.03, East Baton Rouge Parish, Louisiana","6277","591","5071","616","1127","290","14","23","0","18","0","18","0","18","65","67","0","18","65","67"
"1400000US22033004503","Census Tract 45.03, East Baton Rouge Parish, Louisiana","5852","1000","1647","467","3048","800","0","18","863","520","0","18","294","285","0","18","0","18","0","18"
"1400000US22033004504","Census Tract 45.04, East Baton Rouge Parish, Louisiana","6878","884","3574","792","2126","702","0","18","344","151","0","18","769","445","65","108","17","81","48","63"
"1400000US22033004505","Census Tract 45.05, East Baton Rouge Parish, Louisiana","7144","777","2897","533","3219","561","0","18","497","249","0","18","278","245","253","251","0","18","253","251"
"1400000US22033004507","Census Tract 45.07, East Baton Rouge Parish, Louisiana","6032","454","3558","393","1593","470","0","18","539","268","0","18","0","18","342","225","0","18","342","225"
"1400000US22033004508","Census Tract 45.08, East Baton Rouge Parish, Louisiana","8630","627","6846","534","1099","253","0","18","583","646","0","18","0","18","102","132","0","18","102","132"
"1400000US22033004509","Census Tract 45.09, East Baton Rouge Parish, Louisiana","7079","769","3891","693","2275","466","0","18","362","311","0","18","0","18","551","557","9","15","542","555"
"1400000US22033004510","Census Tract 45.10, East Baton Rouge Parish, Louisiana","7875","812","6149","684","1240","686","0","18","153","113","0","18","22","36","311","191","0","18","311","191"
"1400000US22033004602","Census Tract 46.02, East Baton Rouge Parish, Louisiana","5601","662","2561","440","2866","617","0","18","44","59","0","18","0","18","130","117","0","18","130","117"
"1400000US22033004603","Census Tract 46.03, East Baton Rouge Parish, Louisiana","5022","595","2312","293","2603","519","0","18","40","38","0","18","0","18","67","79","0","18","67","79"
"1400000US22033004604","Census Tract 46.04, East Baton Rouge Parish, Louisiana","13031","881","6591","812","5700","887","0","20","155","206","0","20","53","65","532","500","0","20","532","500"
"1400000US22033004700","Census Tract 47, East Baton Rouge Parish, Louisiana","5502","744","3317","525","2070","755","0","18","71","113","0","18","0","18","44","50","0","18","44","50"
"1400000US22033004800","Census Tract 48, East Baton Rouge Parish, Louisiana","3777","574","3122","432","474","419","8","14","122","315","0","13","21","24","30","37","0","13","30","37"
"1400000US22033004900","Census Tract 49, East Baton Rouge Parish, Louisiana","4659","403","4279","434","47","39","33","51","163","226","0","13","119","146","18","30","0","13","18","30"
"1400000US22033005000","Census Tract 50, East Baton Rouge Parish, Louisiana","3181","339","2507","419","528","381","22","36","82","52","0","13","11","18","31","26","0","13","31","26"
"1400000US22033005100","Census Tract 51, East Baton Rouge Parish, Louisiana","2776","532","1025","257","1664","561","13","20","9","14","0","13","23","30","42","47","0","13","42","47"
"1400000US22033005200","Census Tract 52, East Baton Rouge Parish, Louisiana","1883","283","376","76","1454","298","8","13","4","7","0","13","3","5","38","47","8","13","30","44"
"1400000US22033005300","Census Tract 53, East Baton Rouge Parish, Louisiana","3018","508","533","182","2329","431","11","17","82","62","0","13","4","7","59","61","0","13","59","61"
"1400000US22033980000","Census Tract 9800, East Baton Rouge Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22035000100","Census Tract 1, East Carroll Parish, Louisiana","1515","314","777","186","738","217","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22035000200","Census Tract 2, East Carroll Parish, Louisiana","3665","573","1281","166","2317","534","0","13","0","13","0","13","13","17","54","38","5","9","49","35"
"1400000US22035000300","Census Tract 3, East Carroll Parish, Louisiana","1916","455","26","27","1890","456","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22037951300","Census Tract 9513, East Feliciana Parish, Louisiana","2438","289","1219","172","1110","212","24","39","17","16","0","13","0","13","68","60","0","13","68","60"
"1400000US22037951400","Census Tract 9514, East Feliciana Parish, Louisiana","3651","417","1540","280","2080","345","12","20","0","13","0","13","0","13","19","43","19","43","0","13"
"1400000US22037951501","Census Tract 9515.01, East Feliciana Parish, Louisiana","1135","146","876","155","229","113","2","5","0","13","0","13","0","13","28","33","4","5","24","33"
"1400000US22037951502","Census Tract 9515.02, East Feliciana Parish, Louisiana","7698","595","3896","430","3647","434","60","55","0","18","0","18","39","34","56","41","0","18","56","41"
"1400000US22037951600","Census Tract 9516, East Feliciana Parish, Louisiana","4449","490","3025","393","1375","293","0","13","49","79","0","13","0","13","0","13","0","13","0","13"
"1400000US22039950100","Census Tract 9501, Evangeline Parish, Louisiana","6520","667","4967","586","759","338","65","71","84","53","0","18","448","198","197","183","0","18","197","183"
"1400000US22039950200","Census Tract 9502, Evangeline Parish, Louisiana","1719","227","1611","234","41","36","0","13","2","6","0","13","0","13","65","76","2","5","63","75"
"1400000US22039950300","Census Tract 9503, Evangeline Parish, Louisiana","5310","474","4240","451","686","239","7","11","40","57","0","18","250","103","87","67","11","19","76","63"
"1400000US22039950400","Census Tract 9504, Evangeline Parish, Louisiana","6059","512","4129","534","1820","403","27","38","0","18","0","18","0","18","83","77","0","18","83","77"
"1400000US22039950500","Census Tract 9505, Evangeline Parish, Louisiana","3093","405","1065","325","1962","437","0","13","0","13","21","33","0","13","45","56","0","13","45","56"
"1400000US22039950600","Census Tract 9506, Evangeline Parish, Louisiana","3478","390","1186","258","2275","310","17","30","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22039950700","Census Tract 9507, Evangeline Parish, Louisiana","3677","392","2900","344","736","241","0","13","32","51","0","13","0","13","9","16","0","13","9","16"
"1400000US22039950800","Census Tract 9508, Evangeline Parish, Louisiana","3733","477","2696","380","994","264","0","13","0","13","0","13","28","45","15","17","8","12","7","11"
"1400000US22041950100","Census Tract 9501, Franklin Parish, Louisiana","3774","270","3226","273","508","142","12","21","0","13","0","13","0","13","28","33","0","13","28","33"
"1400000US22041950200","Census Tract 9502, Franklin Parish, Louisiana","4588","390","3000","301","1579","308","0","13","0","13","0","13","9","16","0","13","0","13","0","13"
"1400000US22041950300","Census Tract 9503, Franklin Parish, Louisiana","5266","319","1628","343","3623","378","0","18","0","18","0","18","0","18","15","25","0","18","15","25"
"1400000US22041950400","Census Tract 9504, Franklin Parish, Louisiana","2832","283","2596","280","236","110","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22041950500","Census Tract 9505, Franklin Parish, Louisiana","1555","218","1405","192","103","89","0","13","0","13","0","13","0","13","47","70","47","70","0","13"
"1400000US22041950600","Census Tract 9506, Franklin Parish, Louisiana","2223","286","1378","188","813","212","0","13","0","13","9","14","0","13","23","26","0","13","23","26"
"1400000US22043020100","Census Tract 201, Grant Parish, Louisiana","2646","348","2599","334","35","58","0","13","1","3","0","13","0","13","11","19","0","13","11","19"
"1400000US22043020200","Census Tract 202, Grant Parish, Louisiana","2651","406","2299","394","281","118","0","13","5","8","0","13","61","65","5","6","0","13","5","6"
"1400000US22043020300","Census Tract 203, Grant Parish, Louisiana","3372","298","1408","229","1831","243","0","13","0","13","0","13","56","45","77","81","0","13","77","81"
"1400000US22043020401","Census Tract 204.01, Grant Parish, Louisiana","5615","626","5281","617","132","103","15","22","12","19","0","18","0","18","175","105","0","18","175","105"
"1400000US22043020402","Census Tract 204.02, Grant Parish, Louisiana","8056","583","5967","500","1339","213","52","71","8","14","0","18","430","119","260","113","169","108","91","64"
"1400000US22045030100","Census Tract 301, Iberia Parish, Louisiana","6497","635","2393","433","3939","595","0","18","19","32","0","18","146","160","0","18","0","18","0","18"
"1400000US22045030200","Census Tract 302, Iberia Parish, Louisiana","6312","666","5356","624","865","424","34","59","0","18","0","18","0","18","57","43","0","18","57","43"
"1400000US22045030301","Census Tract 303.01, Iberia Parish, Louisiana","3996","458","2823","411","559","220","6","12","589","313","0","13","7","12","12","17","0","13","12","17"
"1400000US22045030302","Census Tract 303.02, Iberia Parish, Louisiana","5853","590","4444","505","501","204","0","18","529","222","0","18","80","85","299","228","0","18","299","228"
"1400000US22045030400","Census Tract 304, Iberia Parish, Louisiana","7165","777","4708","641","1631","640","5","12","450","375","0","18","102","169","269","180","0","18","269","180"
"1400000US22045030500","Census Tract 305, Iberia Parish, Louisiana","4513","442","3365","429","707","276","5","10","20","33","0","13","190","118","226","168","102","128","124","117"
"1400000US22045030600","Census Tract 306, Iberia Parish, Louisiana","6464","574","4881","635","1285","407","0","18","46","48","0","18","183","210","69","65","0","18","69","65"
"1400000US22045030700","Census Tract 307, Iberia Parish, Louisiana","3922","482","3152","384","653","329","16","29","17","28","0","13","31","48","53","49","10","16","43","48"
"1400000US22045030800","Census Tract 308, Iberia Parish, Louisiana","1883","333","128","143","1736","336","0","13","9","15","0","13","0","13","10","17","0","13","10","17"
"1400000US22045030900","Census Tract 309, Iberia Parish, Louisiana","3111","441","926","254","2002","401","0","13","101","142","0","13","5","10","77","72","0","13","77","72"
"1400000US22045031000","Census Tract 310, Iberia Parish, Louisiana","3047","609","595","211","2406","595","0","13","0","13","0","13","9","17","37","38","0","13","37","38"
"1400000US22045031100","Census Tract 311, Iberia Parish, Louisiana","5193","682","2904","624","2089","677","9","22","39","45","0","18","0","18","152","168","0","18","152","168"
"1400000US22045031200","Census Tract 312, Iberia Parish, Louisiana","3247","405","1733","336","977","201","0","13","93","95","0","13","161","136","283","236","0","13","283","236"
"1400000US22045031300","Census Tract 313, Iberia Parish, Louisiana","7010","720","5320","790","1011","451","0","18","55","73","0","18","265","331","359","270","48","52","311","251"
"1400000US22045031600","Census Tract 316, Iberia Parish, Louisiana","3674","471","912","252","2419","421","0","13","0","13","0","13","73","113","270","189","0","13","270","189"
"1400000US22045990000","Census Tract 9900, Iberia Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22047952600","Census Tract 9526, Iberville Parish, Louisiana","2671","437","1176","229","1495","370","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22047952700","Census Tract 9527, Iberville Parish, Louisiana","5812","557","3709","375","2085","416","0","18","0","18","0","18","0","18","18","31","0","18","18","31"
"1400000US22047952900","Census Tract 9529, Iberville Parish, Louisiana","5451","463","3617","485","1799","408","0","18","0","18","0","18","16","25","19","30","0","18","19","30"
"1400000US22047953000","Census Tract 9530, Iberville Parish, Louisiana","2520","326","1516","318","784","155","0","13","0","13","0","13","15","26","205","143","0","13","205","143"
"1400000US22047953101","Census Tract 9531.01, Iberville Parish, Louisiana","5893","635","2316","428","3267","498","0","18","0","18","0","18","132","160","178","70","0","18","178","70"
"1400000US22047953102","Census Tract 9531.02, Iberville Parish, Louisiana","2196","345","700","227","1487","311","0","13","0","13","0","13","0","13","9","13","0","13","9","13"
"1400000US22047953200","Census Tract 9532, Iberville Parish, Louisiana","8279","254","3248","391","4916","365","26","18","14","37","0","18","4","8","71","31","0","18","71","31"
"1400000US22049970100","Census Tract 9701, Jackson Parish, Louisiana","2471","300","1738","235","664","151","2","4","3","10","0","13","45","54","19","34","0","13","19","34"
"1400000US22049970200","Census Tract 9702, Jackson Parish, Louisiana","3791","285","2919","240","735","218","6","10","62","33","0","13","64","69","5","9","0","13","5","9"
"1400000US22049970300","Census Tract 9703, Jackson Parish, Louisiana","4503","325","3393","303","968","146","0","13","11","18","0","13","93","79","38","33","7","12","31","32"
"1400000US22049970400","Census Tract 9704, Jackson Parish, Louisiana","3448","351","1374","282","2032","281","8","12","16","25","0","13","12","21","6","14","0","13","6","14"
"1400000US22049970500","Census Tract 9705, Jackson Parish, Louisiana","1666","234","1346","215","320","102","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22051020101","Census Tract 201.01, Jefferson Parish, Louisiana","3034","263","2962","258","2","5","0","13","22","34","0","13","9","16","39","52","30","49","9","16"
"1400000US22051020102","Census Tract 201.02, Jefferson Parish, Louisiana","3169","242","2896","296","53","61","0","13","134","157","0","13","66","82","20","22","0","13","20","22"
"1400000US22051020201","Census Tract 202.01, Jefferson Parish, Louisiana","2525","335","1688","296","257","172","16","22","408","303","0","13","125","117","31","40","0","13","31","40"
"1400000US22051020202","Census Tract 202.02, Jefferson Parish, Louisiana","3517","416","1963","434","746","274","41","53","245","162","0","13","312","231","210","124","85","72","125","115"
"1400000US22051020203","Census Tract 202.03, Jefferson Parish, Louisiana","7703","640","6428","614","489","177","19","32","767","172","0","18","0","18","0","18","0","18","0","18"
"1400000US22051020301","Census Tract 203.01, Jefferson Parish, Louisiana","3376","281","2752","319","298","316","0","13","196","169","0","13","0","13","130","137","0","13","130","137"
"1400000US22051020302","Census Tract 203.02, Jefferson Parish, Louisiana","5540","452","4300","709","769","407","0","18","196","274","0","18","183","191","92","85","15","30","77","79"
"1400000US22051020303","Census Tract 203.03, Jefferson Parish, Louisiana","3551","301","3171","297","2","5","0","13","261","193","0","13","54","62","63","60","0","13","63","60"
"1400000US22051020400","Census Tract 204, Jefferson Parish, Louisiana","3074","231","2721","250","144","160","0","13","129","114","0","13","32","52","48","54","0","13","48","54"
"1400000US22051020502","Census Tract 205.02, Jefferson Parish, Louisiana","6395","489","4698","627","1246","311","0","18","87","115","0","18","327","278","37","58","0","18","37","58"
"1400000US22051020505","Census Tract 205.05, Jefferson Parish, Louisiana","1900","198","139","116","1731","203","0","13","0","13","0","13","25","29","5","12","0","13","5","12"
"1400000US22051020506","Census Tract 205.06, Jefferson Parish, Louisiana","4545","389","3301","437","508","206","56","86","254","147","0","13","208","163","218","204","155","192","63","62"
"1400000US22051020507","Census Tract 205.07, Jefferson Parish, Louisiana","4611","468","3381","389","741","233","9","18","136","142","0","13","212","300","132","99","19","24","113","97"
"1400000US22051020508","Census Tract 205.08, Jefferson Parish, Louisiana","7875","959","5942","870","1061","347","11","17","192","197","0","18","508","284","161","117","93","86","68","83"
"1400000US22051020511","Census Tract 205.11, Jefferson Parish, Louisiana","3871","416","2648","264","542","215","0","13","229","97","0","13","281","299","171","167","0","13","171","167"
"1400000US22051020512","Census Tract 205.12, Jefferson Parish, Louisiana","2261","279","1729","244","306","147","0","13","137","137","0","13","67","89","22","24","8","14","14","19"
"1400000US22051020513","Census Tract 205.13, Jefferson Parish, Louisiana","5008","465","3107","648","1080","427","0","18","785","459","0","18","0","18","36","44","14","23","22","39"
"1400000US22051020514","Census Tract 205.14, Jefferson Parish, Louisiana","3618","200","3237","238","100","144","0","13","186","161","0","13","17","23","78","69","48","53","30","34"
"1400000US22051020515","Census Tract 205.15, Jefferson Parish, Louisiana","3012","274","2062","332","570","197","0","13","40","47","0","13","270","189","70","57","20","24","50","52"
"1400000US22051020516","Census Tract 205.16, Jefferson Parish, Louisiana","4400","443","2692","490","1060","319","21","32","0","13","0","13","558","344","69","61","11","23","58","58"
"1400000US22051020517","Census Tract 205.17, Jefferson Parish, Louisiana","3820","411","2794","325","462","314","8","27","306","133","0","13","122","166","128","154","0","13","128","154"
"1400000US22051020600","Census Tract 206, Jefferson Parish, Louisiana","5274","467","1285","517","3060","537","152","153","0","18","0","18","608","334","169","194","169","194","0","18"
"1400000US22051020700","Census Tract 207, Jefferson Parish, Louisiana","1141","251","416","173","666","268","12","21","0","13","0","13","31","50","16","22","0","13","16","22"
"1400000US22051021000","Census Tract 210, Jefferson Parish, Louisiana","2522","363","1638","261","660","152","5","14","55","79","0","13","126","156","38","31","15","21","23","22"
"1400000US22051021100","Census Tract 211, Jefferson Parish, Louisiana","2084","225","1816","240","70","81","30","36","0","13","0","13","116","115","52","53","0","13","52","53"
"1400000US22051021200","Census Tract 212, Jefferson Parish, Louisiana","2730","375","1885","373","603","209","0","13","68","101","0","13","118","177","56","76","0","13","56","76"
"1400000US22051021300","Census Tract 213, Jefferson Parish, Louisiana","2995","253","2586","269","36","32","0","13","301","204","0","13","32","41","40","41","29","38","11","16"
"1400000US22051021400","Census Tract 214, Jefferson Parish, Louisiana","2233","131","1821","223","113","125","0","13","173","189","0","13","6","8","120","84","32","37","88","70"
"1400000US22051021500","Census Tract 215, Jefferson Parish, Louisiana","3100","417","1811","394","1031","342","0","13","71","55","0","13","131","101","56","49","21","26","35","44"
"1400000US22051021600","Census Tract 216, Jefferson Parish, Louisiana","6045","508","4668","599","677","233","14","22","388","360","0","18","148","174","150","165","150","165","0","18"
"1400000US22051021700","Census Tract 217, Jefferson Parish, Louisiana","5606","555","4261","617","578","313","0","18","318","182","0","18","134","89","315","229","94","144","221","176"
"1400000US22051021801","Census Tract 218.01, Jefferson Parish, Louisiana","2261","226","1809","258","141","84","0","13","220","125","0","13","68","86","23","35","0","13","23","35"
"1400000US22051021803","Census Tract 218.03, Jefferson Parish, Louisiana","5761","678","2781","722","2229","627","18","30","140","161","0","18","520","470","73","104","0","18","73","104"
"1400000US22051021804","Census Tract 218.04, Jefferson Parish, Louisiana","2207","294","1421","319","577","172","21","30","21","22","0","13","143","152","24","27","0","13","24","27"
"1400000US22051021900","Census Tract 219, Jefferson Parish, Louisiana","1771","254","1244","224","263","98","0","13","128","110","0","13","91","97","45","56","0","13","45","56"
"1400000US22051022001","Census Tract 220.01, Jefferson Parish, Louisiana","5137","459","2969","511","1476","359","0","18","397","222","0","18","179","184","116","107","25","41","91","96"
"1400000US22051022002","Census Tract 220.02, Jefferson Parish, Louisiana","2505","236","2475","235","1","3","0","13","0","13","0","13","29","48","0","13","0","13","0","13"
"1400000US22051022101","Census Tract 221.01, Jefferson Parish, Louisiana","1390","96","1309","94","28","30","5","7","48","43","0","13","0","13","0","13","0","13","0","13"
"1400000US22051022102","Census Tract 221.02, Jefferson Parish, Louisiana","2364","285","1597","254","428","167","0","13","147","166","0","13","134","145","58","84","0","13","58","84"
"1400000US22051022200","Census Tract 222, Jefferson Parish, Louisiana","2552","211","2441","218","9","15","34","50","0","13","13","20","55","84","0","13","0","13","0","13"
"1400000US22051022301","Census Tract 223.01, Jefferson Parish, Louisiana","2740","281","2596","241","11","14","0","13","7","11","0","13","117","160","9","15","0","13","9","15"
"1400000US22051022302","Census Tract 223.02, Jefferson Parish, Louisiana","1633","155","1430","183","27","28","0","13","85","87","0","13","78","66","13","23","0","13","13","23"
"1400000US22051022303","Census Tract 223.03, Jefferson Parish, Louisiana","2895","406","1941","371","502","292","0","13","152","127","0","13","238","175","62","66","0","13","62","66"
"1400000US22051022400","Census Tract 224, Jefferson Parish, Louisiana","3231","284","3075","285","9","14","11","17","15","25","0","13","96","109","25","27","10","17","15","21"
"1400000US22051022500","Census Tract 225, Jefferson Parish, Louisiana","3104","217","2898","239","1","3","12","23","13","19","0","13","107","137","73","89","0","13","73","89"
"1400000US22051022600","Census Tract 226, Jefferson Parish, Louisiana","2925","224","2785","212","14","22","30","54","17","23","0","13","7","13","72","75","0","13","72","75"
"1400000US22051022700","Census Tract 227, Jefferson Parish, Louisiana","2997","291","2809","174","0","13","0","13","0","13","0","13","188","286","0","13","0","13","0","13"
"1400000US22051022800","Census Tract 228, Jefferson Parish, Louisiana","3080","465","2991","472","0","13","0","13","63","67","0","13","15","21","11","17","0","13","11","17"
"1400000US22051022900","Census Tract 229, Jefferson Parish, Louisiana","2580","342","2343","327","141","147","0","13","0","13","0","13","58","110","38","46","38","46","0","13"
"1400000US22051023001","Census Tract 230.01, Jefferson Parish, Louisiana","1892","143","1790","147","21","24","0","13","8","11","0","13","6","9","67","78","0","13","67","78"
"1400000US22051023002","Census Tract 230.02, Jefferson Parish, Louisiana","4726","316","4062","371","303","262","0","13","104","95","0","13","148","166","109","94","27","59","82","73"
"1400000US22051023003","Census Tract 230.03, Jefferson Parish, Louisiana","2779","221","2738","223","14","17","0","13","13","21","0","13","0","13","14","23","0","13","14","23"
"1400000US22051023100","Census Tract 231, Jefferson Parish, Louisiana","2486","431","2309","433","43","63","2","4","114","128","0","13","18","28","0","13","0","13","0","13"
"1400000US22051023200","Census Tract 232, Jefferson Parish, Louisiana","2752","330","2568","357","104","74","0","13","15","26","0","13","12","19","53","80","0","13","53","80"
"1400000US22051023300","Census Tract 233, Jefferson Parish, Louisiana","1784","152","1536","133","52","40","0","13","81","62","7","9","44","44","64","56","0","13","64","56"
"1400000US22051023400","Census Tract 234, Jefferson Parish, Louisiana","3443","359","3069","393","67","78","26","33","76","84","0","13","193","114","12","21","0","13","12","21"
"1400000US22051023500","Census Tract 235, Jefferson Parish, Louisiana","4365","270","4012","275","177","121","0","13","67","77","0","13","0","13","109","76","0","13","109","76"
"1400000US22051023600","Census Tract 236, Jefferson Parish, Louisiana","4544","621","3808","573","565","257","0","13","68","100","0","13","0","13","103","97","0","13","103","97"
"1400000US22051023700","Census Tract 237, Jefferson Parish, Louisiana","1786","289","25","18","1735","290","26","39","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22051023800","Census Tract 238, Jefferson Parish, Louisiana","3728","531","2126","346","1394","352","66","77","34","37","0","13","54","50","54","63","0","13","54","63"
"1400000US22051023901","Census Tract 239.01, Jefferson Parish, Louisiana","2498","130","2430","133","24","40","8","14","12","12","0","13","0","13","24","36","0","13","24","36"
"1400000US22051023902","Census Tract 239.02, Jefferson Parish, Louisiana","2043","154","1961","170","0","13","2","6","23","20","0","13","49","60","8","11","0","13","8","11"
"1400000US22051023903","Census Tract 239.03, Jefferson Parish, Louisiana","2561","154","2427","184","11","12","0","13","63","79","0","13","0","13","60","56","0","13","60","56"
"1400000US22051023904","Census Tract 239.04, Jefferson Parish, Louisiana","2507","193","2458","194","28","33","0","13","21","37","0","13","0","13","0","13","0","13","0","13"
"1400000US22051024001","Census Tract 240.01, Jefferson Parish, Louisiana","2691","233","2634","217","33","35","0","13","0","13","0","13","24","33","0","13","0","13","0","13"
"1400000US22051024002","Census Tract 240.02, Jefferson Parish, Louisiana","2933","173","2861","197","31","39","8","12","21","30","0","13","0","13","12","17","0","13","12","17"
"1400000US22051024100","Census Tract 241, Jefferson Parish, Louisiana","3680","256","3060","328","382","227","0","13","99","81","0","13","115","140","24","28","24","28","0","13"
"1400000US22051024201","Census Tract 242.01, Jefferson Parish, Louisiana","2205","258","1493","228","496","289","75","113","11","18","0","13","68","63","62","58","36","57","26","32"
"1400000US22051024202","Census Tract 242.02, Jefferson Parish, Louisiana","3965","394","2103","269","1331","370","9","16","341","233","0","13","38","63","143","107","46","75","97","73"
"1400000US22051024300","Census Tract 243, Jefferson Parish, Louisiana","2804","259","2481","248","314","168","9","15","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22051024400","Census Tract 244, Jefferson Parish, Louisiana","2978","200","2256","192","652","222","37","63","17","21","0","13","16","24","0","13","0","13","0","13"
"1400000US22051024500","Census Tract 245, Jefferson Parish, Louisiana","1444","151","1253","127","72","62","0","13","64","81","0","13","0","13","55","65","0","13","55","65"
"1400000US22051024600","Census Tract 246, Jefferson Parish, Louisiana","1137","180","328","156","678","131","0","13","37","42","0","13","58","93","36","45","0","13","36","45"
"1400000US22051024700","Census Tract 247, Jefferson Parish, Louisiana","1552","200","936","160","414","194","0","13","0","13","0","13","134","131","68","54","3","7","65","53"
"1400000US22051024800","Census Tract 248, Jefferson Parish, Louisiana","3489","221","3337","239","95","128","0","13","20","31","0","13","28","31","9","15","0","13","9","15"
"1400000US22051024900","Census Tract 249, Jefferson Parish, Louisiana","1602","204","1174","193","371","135","0","13","6","10","0","13","6","9","45","37","15","24","30","28"
"1400000US22051025001","Census Tract 250.01, Jefferson Parish, Louisiana","8056","1009","2533","620","4267","814","100","130","575","423","0","18","220","351","361","435","0","18","361","435"
"1400000US22051025002","Census Tract 250.02, Jefferson Parish, Louisiana","3296","395","1606","244","850","198","0","13","18","29","0","13","564","393","258","225","0","13","258","225"
"1400000US22051025003","Census Tract 250.03, Jefferson Parish, Louisiana","4043","522","2144","257","1124","450","0","13","115","109","0","13","491","214","169","174","18","30","151","168"
"1400000US22051025102","Census Tract 251.02, Jefferson Parish, Louisiana","3726","434","2237","436","829","343","0","13","400","274","0","13","0","13","260","329","0","13","260","329"
"1400000US22051025103","Census Tract 251.03, Jefferson Parish, Louisiana","3429","415","1497","298","1315","319","14","28","223","192","0","13","367","270","13","25","0","13","13","25"
"1400000US22051025104","Census Tract 251.04, Jefferson Parish, Louisiana","4106","485","1677","318","2036","605","0","13","238","222","0","13","82","74","73","87","0","13","73","87"
"1400000US22051025201","Census Tract 252.01, Jefferson Parish, Louisiana","2772","335","1054","312","1340","335","40","71","11","30","0","13","305","181","22","33","0","13","22","33"
"1400000US22051025202","Census Tract 252.02, Jefferson Parish, Louisiana","6743","756","2586","457","2229","456","169","223","52","67","0","18","1342","596","365","287","94","116","271","299"
"1400000US22051025300","Census Tract 253, Jefferson Parish, Louisiana","2125","234","1617","181","136","122","0","13","95","73","0","13","271","154","6","9","0","13","6","9"
"1400000US22051025400","Census Tract 254, Jefferson Parish, Louisiana","4442","654","2218","568","1925","712","0","13","29","37","0","13","165","172","105","87","29","45","76","75"
"1400000US22051025500","Census Tract 255, Jefferson Parish, Louisiana","2797","288","1011","228","1245","275","46","68","57","49","0","13","362","179","76","65","0","13","76","65"
"1400000US22051025600","Census Tract 256, Jefferson Parish, Louisiana","1703","201","1012","212","600","209","0","13","26","40","0","13","44","49","21","25","0","13","21","25"
"1400000US22051025700","Census Tract 257, Jefferson Parish, Louisiana","1141","205","110","50","926","237","0","13","0","13","0","13","77","107","28","27","0","13","28","27"
"1400000US22051025800","Census Tract 258, Jefferson Parish, Louisiana","1876","266","745","218","1026","290","0","13","0","13","12","21","86","126","7","11","0","13","7","11"
"1400000US22051025900","Census Tract 259, Jefferson Parish, Louisiana","3863","377","1977","308","1619","319","0","13","0","13","0","13","231","184","36","28","17","14","19","25"
"1400000US22051026000","Census Tract 260, Jefferson Parish, Louisiana","1855","258","1447","241","261","139","2","4","0","13","0","13","52","50","93","79","0","13","93","79"
"1400000US22051026100","Census Tract 261, Jefferson Parish, Louisiana","4256","431","1099","261","2536","360","0","13","198","112","0","13","414","363","9","16","0","13","9","16"
"1400000US22051026200","Census Tract 262, Jefferson Parish, Louisiana","1244","215","0","13","1244","215","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
