"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"1400000US22079013100","Census Tract 131, Rapides Parish, Louisiana","2422","296","1283","200","1016","316","8","21","0","13","0","13","48","45","67","66","0","13","67","66"
"1400000US22079013200","Census Tract 132, Rapides Parish, Louisiana","8736","704","7443","656","1206","439","0","18","67","86","0","18","0","18","20","29","0","18","20","29"
"1400000US22079013300","Census Tract 133, Rapides Parish, Louisiana","4761","488","2779","348","1577","408","24","27","0","13","0","13","0","13","381","263","9","16","372","262"
"1400000US22079013400","Census Tract 134, Rapides Parish, Louisiana","3715","335","3306","368","370","302","0","13","0","13","0","13","6","9","33","33","0","13","33","33"
"1400000US22079013500","Census Tract 135, Rapides Parish, Louisiana","6017","542","4673","485","535","240","265","226","242","223","0","18","169","111","133","72","57","47","76","60"
"1400000US22079013600","Census Tract 136, Rapides Parish, Louisiana","3127","394","2850","355","0","13","20","28","79","117","0","13","9","16","169","143","0","13","169","143"
"1400000US22079013700","Census Tract 137, Rapides Parish, Louisiana","4737","540","4194","514","381","324","6","9","44","51","10","15","102","93","0","13","0","13","0","13"
"1400000US22079013800","Census Tract 138, Rapides Parish, Louisiana","3843","438","2093","286","1653","396","48","48","31","33","0","13","0","13","18","28","0","13","18","28"
"1400000US22079013900","Census Tract 139, Rapides Parish, Louisiana","2569","320","523","147","1871","289","11","20","113","123","0","13","0","13","51","54","0","13","51","54"
"1400000US22079980000","Census Tract 9800, Rapides Parish, Louisiana","16","27","16","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22081960100","Census Tract 9601, Red River Parish, Louisiana","4465","338","3548","176","842","271","0","13","0","13","0","13","0","13","75","82","62","81","13","16"
"1400000US22081960300","Census Tract 9603, Red River Parish, Louisiana","4100","338","1397","191","2508","277","0","13","0","13","0","13","12","19","183","140","0","13","183","140"
"1400000US22083970100","Census Tract 9701, Richland Parish, Louisiana","2887","39","1102","178","1737","182","0","13","0","13","0","13","28","58","20","32","0","13","20","32"
"1400000US22083970200","Census Tract 9702, Richland Parish, Louisiana","2159","247","1514","188","639","156","0","13","0","13","0","13","0","13","6","10","6","10","0","13"
"1400000US22083970300","Census Tract 9703, Richland Parish, Louisiana","3257","383","2621","406","629","221","0","13","0","13","0","13","0","13","7","12","0","13","7","12"
"1400000US22083970400","Census Tract 9704, Richland Parish, Louisiana","3248","309","2606","279","578","212","0","13","0","13","0","13","8","14","56","54","9","16","47","45"
"1400000US22083970500","Census Tract 9705, Richland Parish, Louisiana","4606","290","1495","287","2930","250","0","13","78","114","0","13","0","13","103","88","44","68","59","54"
"1400000US22083970600","Census Tract 9706, Richland Parish, Louisiana","4193","324","3266","368","826","210","3","5","0","13","0","13","26","39","72","77","0","13","72","77"
"1400000US22085000100","Census Tract 1, Sabine Parish, Louisiana","2939","346","1926","287","304","136","246","84","29","20","0","13","17","19","417","170","0","13","417","170"
"1400000US22085000200","Census Tract 2, Sabine Parish, Louisiana","3707","350","2542","337","59","36","640","158","26","16","0","13","30","24","410","118","34","30","376","119"
"1400000US22085000300","Census Tract 3, Sabine Parish, Louisiana","2470","273","985","144","822","160","332","104","9","7","0","13","30","23","292","113","4","9","288","111"
"1400000US22085000400","Census Tract 4, Sabine Parish, Louisiana","4808","399","3691","411","562","132","273","122","0","13","0","13","18","18","264","144","5","7","259","145"
"1400000US22085000500","Census Tract 5, Sabine Parish, Louisiana","3475","247","1690","211","1632","230","49","50","18","14","0","13","0","13","86","71","19","29","67","62"
"1400000US22085000600","Census Tract 6, Sabine Parish, Louisiana","3803","322","3093","348","439","163","31","44","4","10","0","13","12","16","224","147","16","22","208","146"
"1400000US22085000700","Census Tract 7, Sabine Parish, Louisiana","2789","340","2699","328","16","23","19","21","0","13","8","13","39","41","8","16","0","13","8","16"
"1400000US22087030103","Census Tract 301.03, St. Bernard Parish, Louisiana","4669","463","3480","419","1033","255","0","13","0","13","0","13","40","56","116","67","27","38","89","54"
"1400000US22087030104","Census Tract 301.04, St. Bernard Parish, Louisiana","1991","238","1922","237","29","37","0","13","0","13","20","28","10","17","10","14","0","13","10","14"
"1400000US22087030105","Census Tract 301.05, St. Bernard Parish, Louisiana","296","146","231","139","54","47","0","13","0","13","0","13","0","13","11","16","0","13","11","16"
"1400000US22087030203","Census Tract 302.03, St. Bernard Parish, Louisiana","3485","377","3001","336","192","117","25","39","61","96","0","13","171","145","35","31","12","14","23","28"
"1400000US22087030204","Census Tract 302.04, St. Bernard Parish, Louisiana","4282","536","1166","329","2947","439","0","13","0","13","0","13","136","164","33","43","0","13","33","43"
"1400000US22087030206","Census Tract 302.06, St. Bernard Parish, Louisiana","2444","249","1854","308","321","183","0","13","176","112","15","24","19","29","59","57","0","13","59","57"
"1400000US22087030207","Census Tract 302.07, St. Bernard Parish, Louisiana","4530","434","2871","449","1136","335","17","31","284","183","0","13","15","25","207","139","0","13","207","139"
"1400000US22087030208","Census Tract 302.08, St. Bernard Parish, Louisiana","3470","246","2767","266","366","143","38","33","141","92","0","13","115","109","43","47","15","24","28","37"
"1400000US22087030209","Census Tract 302.09, St. Bernard Parish, Louisiana","3320","313","2720","315","468","149","0","13","69","69","0","13","34","53","29","36","0","13","29","36"
"1400000US22087030300","Census Tract 303, St. Bernard Parish, Louisiana","1437","212","1223","209","139","83","3","6","2","5","0","13","31","30","39","43","5","8","34","36"
"1400000US22087030400","Census Tract 304, St. Bernard Parish, Louisiana","1702","227","1219","226","203","101","0","13","96","120","0","13","63","91","121","114","6","9","115","113"
"1400000US22087030500","Census Tract 305, St. Bernard Parish, Louisiana","1514","192","1084","198","360","135","0","13","51","44","0","13","19","29","0","13","0","13","0","13"
"1400000US22087030601","Census Tract 306.01, St. Bernard Parish, Louisiana","1560","264","807","243","590","147","0","13","147","93","0","13","0","13","16","17","0","13","16","17"
"1400000US22087030602","Census Tract 306.02, St. Bernard Parish, Louisiana","3073","281","2143","295","629","236","42","65","47","61","0","13","10","16","202","138","115","106","87","78"
"1400000US22087030603","Census Tract 306.03, St. Bernard Parish, Louisiana","1559","292","508","173","914","239","41","46","0","13","0","13","24","24","72","67","0","13","72","67"
"1400000US22087030700","Census Tract 307, St. Bernard Parish, Louisiana","1897","245","1642","259","192","120","3","4","0","13","0","13","11","17","49","41","5","8","44","39"
"1400000US22087030800","Census Tract 308, St. Bernard Parish, Louisiana","5037","492","3459","493","1184","293","0","18","96","100","0","18","208","215","90","65","10","17","80","63"
"1400000US22087990000","Census Tract 9900, St. Bernard Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22089060100","Census Tract 601, St. Charles Parish, Louisiana","2131","197","1992","226","123","87","5","11","0","13","0","13","0","13","11","32","0","13","11","32"
"1400000US22089062100","Census Tract 621, St. Charles Parish, Louisiana","5239","398","2297","400","2254","351","0","18","103","126","0","18","546","341","39","55","0","18","39","55"
"1400000US22089062200","Census Tract 622, St. Charles Parish, Louisiana","2300","404","861","154","1429","353","5","8","0","13","0","13","0","13","5","8","0","13","5","8"
"1400000US22089062301","Census Tract 623.01, St. Charles Parish, Louisiana","6557","415","5557","393","1000","303","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US22089062302","Census Tract 623.02, St. Charles Parish, Louisiana","4654","348","3732","368","824","170","26","39","0","13","0","13","18","24","54","54","25","36","29","44"
"1400000US22089062400","Census Tract 624, St. Charles Parish, Louisiana","1409","302","490","174","813","250","0","13","91","110","0","13","0","13","15","20","0","13","15","20"
"1400000US22089062500","Census Tract 625, St. Charles Parish, Louisiana","2830","231","2690","234","74","73","47","67","19","35","0","13","0","13","0","13","0","13","0","13"
"1400000US22089062700","Census Tract 627, St. Charles Parish, Louisiana","4715","371","1923","274","2749","452","4","7","0","13","0","13","8","14","31","40","0","13","31","40"
"1400000US22089062800","Census Tract 628, St. Charles Parish, Louisiana","5671","510","2182","303","3100","539","0","18","13","22","0","18","273","215","103","87","0","18","103","87"
"1400000US22089062900","Census Tract 629, St. Charles Parish, Louisiana","2680","355","2328","273","247","239","0","13","19","31","0","13","38","49","48","49","0","13","48","49"
"1400000US22089063000","Census Tract 630, St. Charles Parish, Louisiana","1172","203","599","117","573","189","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22089063100","Census Tract 631, St. Charles Parish, Louisiana","8467","536","7238","508","725","293","50","70","283","158","0","18","16","28","155","125","0","18","155","125"
"1400000US22089063200","Census Tract 632, St. Charles Parish, Louisiana","4948","604","4653","629","148","221","54","88","0","13","0","13","0","13","93","140","93","140","0","13"
"1400000US22091951100","Census Tract 9511, St. Helena Parish, Louisiana","3541","380","2191","263","1318","368","12","22","6","34","0","13","0","13","14","31","0","13","14","31"
"1400000US22091951200","Census Tract 9512, St. Helena Parish, Louisiana","6756","380","2518","273","4091","370","102","109","20","36","0","18","21","39","4","7","0","18","4","7"
"1400000US22093040100","Census Tract 401, St. James Parish, Louisiana","3688","214","1817","315","1836","272","0","13","35","68","0","13","0","13","0","13","0","13","0","13"
"1400000US22093040200","Census Tract 402, St. James Parish, Louisiana","3285","65","1750","186","1535","196","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22093040300","Census Tract 403, St. James Parish, Louisiana","3979","301","3207","266","772","249","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22093040400","Census Tract 404, St. James Parish, Louisiana","2088","327","700","169","1388","314","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22093040500","Census Tract 405, St. James Parish, Louisiana","2317","306","156","83","2090","295","0","13","0","13","0","13","0","13","71","73","28","43","43","62"
